prefix	lemma	gloss	context	id	source
seq2seq_def	norma culta	conjunto de variedades linguísticas efetivamente faladas, na vida cotidiana, pelos falantes cultos, sendo assim classificados os cidadãos nascidos e criados em zona urbana e com grau de instrução superior completo . 	<def> norma culta </def> 	pt.defmod.67912	Wikcionário
seq2seq_def	parceiro	pessoa com quem se faz par, com quem se tem uma parceria; parelha.	<def> parceiro </def> 	pt.defmod.67913	Dicio
seq2seq_def	regência	[gramática]  relação de dependência entre as palavras de uma oração ou entre as orações de um período.	<def> regência </def> 	pt.defmod.67914	Dicio
seq2seq_def	feudo	[figurado] fardo; trabalho árduo ou obrigação muito difícil.	<def> feudo </def> 	pt.defmod.67915	Dicio
seq2seq_def	espectador	quem observa atentamente; indivíduo que examina; observador.	<def> espectador </def> 	pt.defmod.67916	Dicio
seq2seq_def	mossa	marca proveniente de choque ou pressão.	<def> mossa </def> 	pt.defmod.67917	Dicio
seq2seq_def	cansado	infértil; diz-se do solo que já não pode ser cultivado.	<def> cansado </def> 	pt.defmod.67918	Dicio
seq2seq_def	obstar	criar dificuldade a; ser utilizado como obstáculo a; impedir: uma tempestade obstou seu casamento; seu ciúme obsta a que os amigos dela se aproximem.	<def> obstar </def> 	pt.defmod.67919	Dicio
seq2seq_def	garfo	tocha de urze . 	<def> garfo </def> 	pt.defmod.67920	Wikcionário
seq2seq_def	renovar	substituir uma coisa por outra melhor ou mais nova: renovou os carros.	<def> renovar </def> 	pt.defmod.67921	Dicio
seq2seq_def	servidão	vedorias . 	<def> servidão </def> 	pt.defmod.67922	Wikcionário
seq2seq_def	designer	maquinador . 	<def> designer </def> 	pt.defmod.67923	Wikcionário
seq2seq_def	ajudante	[marinha] oficial da marinha que auxilia outro, hierarquicamente superior, na realização de suas tarefas e funções.	<def> ajudante </def> 	pt.defmod.67924	Dicio
seq2seq_def	utar	[jurídico] o mesmo que outar e joeirar.	<def> utar </def> 	pt.defmod.67925	Dicio
seq2seq_def	níquel	[por extensão] moeda feita com esse metal.	<def> níquel </def> 	pt.defmod.67926	Dicio
seq2seq_def	monegasco	habitante ou natural de mônaco.	<def> monegasco </def> 	pt.defmod.67927	Dicio
seq2seq_def	bolsa	[anatomia] cavidade cujo interior está preenchido por secreção ou fluido.	<def> bolsa </def> 	pt.defmod.67928	Dicio
seq2seq_def	bordo	refere-se aos dois caules que se situam entre o meio e o papu nos barcos de madeira ou jangadas.	<def> bordo </def> 	pt.defmod.67929	Dicio
seq2seq_def	ofegante	que demonstra um cansaço excessivo; exausto.	<def> ofegante </def> 	pt.defmod.67930	Dicio
seq2seq_def	absoluto	de teor ilimitado; soberano: o atleta tem domínio absoluto sobre os adversários.	<def> absoluto </def> 	pt.defmod.67931	Dicio
seq2seq_def	madre	a regente de um recolhimento.	<def> madre </def> 	pt.defmod.67932	Dicio
seq2seq_def	diplomata	indivíduo especialista em diplomacia, ciência que se dedica ao estudo das relações internacionais.	<def> diplomata </def> 	pt.defmod.67933	Dicio
seq2seq_def	teor	[figurado] método particular de fazer algo; maneira, modo.	<def> teor </def> 	pt.defmod.67934	Dicio
seq2seq_def	moderno	que pertence ao tempo presente ou a uma época relativamente recente; hodierno, atual.	<def> moderno </def> 	pt.defmod.67935	Dicio
seq2seq_def	refração	ação ou efeito de refratar, de desviar a luz de sua direção normal.	<def> refração </def> 	pt.defmod.67936	Dicio
seq2seq_def	suasório	persuasivo; que tem facilidade de convencer; que incentiva alguém a fazer determinada coisa, a acreditar em algo, a mudar de comportamento ou de opinião.	<def> suasório </def> 	pt.defmod.67937	Dicio
seq2seq_def	sobejo	resto; o que sobra após uma refeição: os sobejos da festa.	<def> sobejo </def> 	pt.defmod.67938	Dicio
seq2seq_def	alteração	o fato de alterar; modificação . 	<def> alteração </def> 	pt.defmod.67939	Wikcionário
seq2seq_def	trocar	não fazer distinção, confundir, misturar: trocar os nomes, trocar os pés pelas mãos.	<def> trocar </def> 	pt.defmod.67940	Dicio
seq2seq_def	unitário	teoria do campo unitário, parte da teoria da relatividade que agrupa as forças da gravitação e as eletromagnéticas numa só interpretação, como consequências das propriedades do espaço.	<def> unitário </def> 	pt.defmod.67941	Dicio
seq2seq_def	modalidade	[filosofia][música]	<def> modalidade </def> 	pt.defmod.67942	Dicio
seq2seq_def	curta	filme de curta-metragem . 	<def> curta </def> 	pt.defmod.67943	Wikcionário
seq2seq_def	volante	volanteira, rede de aproximadamente cinquenta metros de longitude e seis metros de larga, de fácil manejo . 	<def> volante </def> 	pt.defmod.67944	Wikcionário
seq2seq_def	chiar	manifestar descontentamento, irritação; reclamar, queixar-se.	<def> chiar </def> 	pt.defmod.67945	Dicio
seq2seq_def	vagalhão	aumentativo de vaga . 	<def> vagalhão </def> 	pt.defmod.67946	Wikcionário
seq2seq_def	omite	[medicina] inflamação da espádua.	<def> omite </def> 	pt.defmod.67947	Dicio
seq2seq_def	ateu	indivíduo ateu: o ateu nega a existência de deus ou de deuses.	<def> ateu </def> 	pt.defmod.67948	Dicio
seq2seq_def	zoofilia	sentimento de proteção em relação aos animais; amizade, afeto ou estima que se tem para com os animais.	<def> zoofilia </def> 	pt.defmod.67949	Dicio
seq2seq_def	meo	[antigo] o mesmo que meio.	<def> meo </def> 	pt.defmod.67950	Dicio
seq2seq_def	impropério	liturgia católica. cânticos religiosos executados durante a semana santa.	<def> impropério </def> 	pt.defmod.67951	Dicio
seq2seq_def	distanciar	dispor com intervalos; intercalar: distanciar casas por cercas.	<def> distanciar </def> 	pt.defmod.67952	Dicio
seq2seq_def	atroz	que não tem piedade, ímpeto; bárbaro; cruel . 	<def> atroz </def> 	pt.defmod.67953	Wikcionário
seq2seq_def	galega	espécie de ginja vermelha muito ácida.	<def> galega </def> 	pt.defmod.67954	Dicio
seq2seq_def	triste	que causa tormento ou aborrece por ser extremamente odioso; lamentável: um show terrível e triste.	<def> triste </def> 	pt.defmod.67955	Dicio
seq2seq_def	ver	começar a perceber determinada coisa; reparar: eu vi o aluno machucado.	<def> ver </def> 	pt.defmod.67956	Dicio
seq2seq_def	triste	pessoa triste; quem demonstra ou apresenta tristeza: os tristes serão recompensados.	<def> triste </def> 	pt.defmod.67957	Dicio
seq2seq_def	bandeira	(brasil e ) jogo no qual duas equipes tentam alcançar a bandeira do oponente . 	<def> bandeira </def> 	pt.defmod.67958	Wikcionário
seq2seq_def	espádua	[zoologia] nos cavalos, parte que corresponde ao ombro; região escapular; ombro.	<def> espádua </def> 	pt.defmod.67959	Dicio
seq2seq_def	some	plural de soma . 	<def> some </def> 	pt.defmod.67960	Wikcionário
seq2seq_def	dissipação	processo de dispersão que faz com que algo desapareça; desaparecimento.	<def> dissipação </def> 	pt.defmod.67961	Dicio
seq2seq_def	over	[economia] reunião do que foi aplicado no mercado financeiro durante um dia, para resgate a partir do dia seguinte ou do próximo dia útil; overnight.	<def> over </def> 	pt.defmod.67962	Dicio
seq2seq_def	milho	cereal da família das gramíneas, cultivado na américa e na europa por causa dos grandes grãos comestíveis, ricos de amilo. (o milho é originário da américa do sul; sua cultura exige calor e umidade.).	<def> milho </def> 	pt.defmod.67963	Dicio
seq2seq_def	familiaridade	maneira de se comportar que expressa intimidade.	<def> familiaridade </def> 	pt.defmod.67964	Dicio
seq2seq_def	usurário	agiota; aquele empresta dinheiro com usura, com juros muito altos.	<def> usurário </def> 	pt.defmod.67965	Dicio
seq2seq_def	destrinchar	[informal] despedaçar; separar em partes: destrinchou o frango.	<def> destrinchar </def> 	pt.defmod.67966	Dicio
seq2seq_def	significativo	que não pode ser ignorado . 	<def> significativo </def> 	pt.defmod.67967	Wikcionário
seq2seq_def	vocal	música vocal, a que é escrita para ser cantada (por opos. a música instrumental).	<def> vocal </def> 	pt.defmod.67968	Dicio
seq2seq_def	lagartixa	[brasil: rio de janeiro e paraná] alpinista, montanhista.	<def> lagartixa </def> 	pt.defmod.67969	Dicio
seq2seq_def	destoar	discordar de; possuir divergência com; divergir: suas palavras destoam de sua boa conduta.	<def> destoar </def> 	pt.defmod.67970	Dicio
seq2seq_def	óxido anfótero	óxido de metais de transição e semi-metais capazes de reagir tanto com ácidos quanto com bases . 	<def> óxido anfótero </def> 	pt.defmod.67971	Wikcionário
seq2seq_def	afável	que é acolhedor; que age com educação, cortesia, gentileza; educado, cortês, gentil: gesto afável.	<def> afável </def> 	pt.defmod.67972	Dicio
seq2seq_def	referenciar	fazer referência; referir, citar, aludir: ele sempre gosta de referenciar aquele filme clássico.	<def> referenciar </def> 	pt.defmod.67973	Dicio
seq2seq_def	recalcitrar	opor-se ou resistir obstinadamente ao controle de alguma autoridade; rebelar-se, insurgir-se: o jovem recalcitrou contra a autoridade do militar; os manifestantes recalcitraram e não deixaram as ruas.	<def> recalcitrar </def> 	pt.defmod.67974	Dicio
seq2seq_def	gizar	riscar ou traçar com giz.	<def> gizar </def> 	pt.defmod.67975	Dicio
seq2seq_def	ardente	diz-se da mó (pedra de triturar) que quebra o grão ao invés de o triturar.	<def> ardente </def> 	pt.defmod.67976	Dicio
seq2seq_def	quinta-feira	quinto dia da semana, depois de quarta-feira, contando a partir de domingo; dia entre quarta-feira e sexta-feira.	<def> quinta-feira </def> 	pt.defmod.67977	Dicio
seq2seq_def	cachorra	[zoologia] feminino de cachorro; cadela nova ou pequena . 	<def> cachorra </def> 	pt.defmod.67978	Wikcionário
seq2seq_def	suprimento	aquilo que se oferece; doação, fornecimento, entrega.	<def> suprimento </def> 	pt.defmod.67979	Dicio
seq2seq_def	vegetariano	indivíduo que se alimenta só de vegetais.	<def> vegetariano </def> 	pt.defmod.67980	Dicio
seq2seq_def	gráfica	a arte de grafar palavras.	<def> gráfica </def> 	pt.defmod.67981	Dicio
seq2seq_def	coação	foi sob coação que deixou de procurar a moça . 	<def> coação </def> 	pt.defmod.67982	Wikcionário
seq2seq_def	interdição	interdição judiciária, medida jurídica pela qual um indivíduo maior é privado da gestão de seus bens, em virtude de não se achar em condições de saber governar-se.	<def> interdição </def> 	pt.defmod.67983	Dicio
seq2seq_def	obsessivo	relativo à obsessão, à preocupação excessiva com alguma coisa, ao apego exagerado a uma mesma ideia.	<def> obsessivo </def> 	pt.defmod.67984	Dicio
seq2seq_def	tapar	fechar.	<def> tapar </def> 	pt.defmod.67985	Dicio
seq2seq_def	tapada	que se cobriu ou foi vedado com alguma coisa: cama tapada com lençol.	<def> tapada </def> 	pt.defmod.67986	Dicio
seq2seq_def	botica	[antigo] loja onde se vendiam miudezas, objetos de pouco valor.	<def> botica </def> 	pt.defmod.67987	Dicio
seq2seq_def	judia	[feminino] de judeu.	<def> judia </def> 	pt.defmod.67988	Dicio
seq2seq_def	arma	[figurado] recursos, expedientes, meios: as armas da prudência.	<def> arma </def> 	pt.defmod.67989	Dicio
seq2seq_def	lugar-comum	o que se acentua de forma banal ou está repleto de repetições.	<def> lugar-comum </def> 	pt.defmod.67990	Dicio
seq2seq_def	preterir	possuir o cargo que deveria ser de outra pessoa: ele aceitou preterir o amigo.	<def> preterir </def> 	pt.defmod.67991	Dicio
seq2seq_def	olhos	[figurado] aquilo que clarifica; luz, brilho.	<def> olhos </def> 	pt.defmod.67992	Dicio
seq2seq_def	dualismo	[filosofia] segundo o cartesianismo, teoria de acordo com a qual a matéria e o pensamento possuem características independentes e não compatíveis.	<def> dualismo </def> 	pt.defmod.67993	Dicio
seq2seq_def	lambão	que é muito comilão, guloso; glutão, lambareiro.	<def> lambão </def> 	pt.defmod.67994	Dicio
seq2seq_def	privilegiado	abastado; que faz parte de uma classe financeiramente superior: classe privilegiada.	<def> privilegiado </def> 	pt.defmod.67995	Dicio
seq2seq_def	lascar	[brasil] pop. dar, aplicar: lascar uma bofetada.	<def> lascar </def> 	pt.defmod.67996	Dicio
seq2seq_def	ucuuba	[botânica] árvore miristicácea (virola officinalis), de boa madeira, também chamada ucuubeira.	<def> ucuuba </def> 	pt.defmod.67997	Dicio
seq2seq_def	mácula	[figurado] defeito; falta de perfeição; em que há erro, inexatidão, incorreção.	<def> mácula </def> 	pt.defmod.67998	Dicio
seq2seq_def	depósito	ação de depositar, de colocar alguma coisa em algum lugar.	<def> depósito </def> 	pt.defmod.67999	Dicio
seq2seq_def	filiado	que se conseguiu afiliar; afiliado.	<def> filiado </def> 	pt.defmod.68000	Dicio
seq2seq_def	termas	águas termais.	<def> termas </def> 	pt.defmod.68001	Dicio
seq2seq_def	paz	relação tranquila entre pessoas; amizade.	<def> paz </def> 	pt.defmod.68002	Dicio
seq2seq_def	fecundação	ato de se reproduzir, de procriar e originar descendentes; reprodução.	<def> fecundação </def> 	pt.defmod.68003	Dicio
seq2seq_def	naira	mulher da casta dos naires.	<def> naira </def> 	pt.defmod.68004	Dicio
seq2seq_def	estratégia	[militar] arte militar de planificações de guerra.	<def> estratégia </def> 	pt.defmod.68005	Dicio
seq2seq_def	agregado	que permanece unido; reunido.	<def> agregado </def> 	pt.defmod.68006	Dicio
seq2seq_def	fácil	[popular] de honestidade duvidosa; desfrutável: tinha reputação de ser fácil.	<def> fácil </def> 	pt.defmod.68007	Dicio
seq2seq_def	regado	[culinária] acompanhado de um líquido: peixe regado ao molho branco.	<def> regado </def> 	pt.defmod.68008	Dicio
seq2seq_def	udu	[regionalismo: amazônia] o mesmo que juruva.	<def> udu </def> 	pt.defmod.68009	Dicio
seq2seq_def	particular	situação incomum, especial; singular.	<def> particular </def> 	pt.defmod.68010	Dicio
seq2seq_def	tocar	ficar ofendido com alguém; melindrar-se: tocava-se com as injustiças sociais.	<def> tocar </def> 	pt.defmod.68011	Dicio
seq2seq_def	resulta	efeito . 	<def> resulta </def> 	pt.defmod.68012	Wikcionário
seq2seq_def	testemunho	[geologia] os restos ou aquilo que resta de antigas superfícies destruídas pelo efeito da erosão.	<def> testemunho </def> 	pt.defmod.68013	Dicio
seq2seq_def	sincrônico	relacionado com sincronia ou próprio daquilo que acontece ao mesmo tempo que outra coisa, podendo, ou não, ter relação entre si.	<def> sincrônico </def> 	pt.defmod.68014	Dicio
seq2seq_def	íncubo	que exerce as ações maléficas atribuídas aos demônios íncubos.	<def> íncubo </def> 	pt.defmod.68015	Dicio
seq2seq_def	aceitar	tomar para si; assumir: aceitar os julgamentos.	<def> aceitar </def> 	pt.defmod.68016	Dicio
seq2seq_def	bornal	saco que, preso ao redor da boca de animais, traz comida (milho).	<def> bornal </def> 	pt.defmod.68017	Dicio
seq2seq_def	excesso	aquilo que está a mais: dieta com excesso de calorias.	<def> excesso </def> 	pt.defmod.68018	Dicio
seq2seq_def	significar	"ter o significado de; querer dizer: em latim, a palavra ""murus"" significa ""muro""."	<def> significar </def> 	pt.defmod.68019	Dicio
seq2seq_def	guinda	corda de guindar.	<def> guinda </def> 	pt.defmod.68020	Dicio
seq2seq_def	obediência	disposição para obedecer; submissão completa; sujeição, vassalagem.	<def> obediência </def> 	pt.defmod.68021	Dicio
seq2seq_def	bolsa	[figurado] o dinheiro que contém nesse saco.	<def> bolsa </def> 	pt.defmod.68022	Dicio
seq2seq_def	deprecação	ação de deprecar, de suplicar, de pedir insistentemente.	<def> deprecação </def> 	pt.defmod.68023	Dicio
seq2seq_def	reconhecido	que se reconheceu; que se admitiu como bom, legítimo, verdadeiro.	<def> reconhecido </def> 	pt.defmod.68024	Dicio
seq2seq_def	blindado	[eletricidade] diz-se de um aparelho elétrico protegido contra os fenômenos magnéticos externos.	<def> blindado </def> 	pt.defmod.68025	Dicio
seq2seq_def	gênio	talento; cuja aptidão ou extraordinária capacidade intelectual pode ser observada em: era um gênio da pintura.	<def> gênio </def> 	pt.defmod.68026	Dicio
seq2seq_def	fandango	folia.	<def> fandango </def> 	pt.defmod.68027	Dicio
seq2seq_def	savana	[botânica] formação herbácea característica das regiões tropicais em que é longa a estação seca, onde predominam as gramíneas e as plantas rizomatosas de grande tamanho (às vezes 2 m), com algumas árvores esparsas.	<def> savana </def> 	pt.defmod.68028	Dicio
seq2seq_def	substituição	troca . 	<def> substituição </def> 	pt.defmod.68029	Wikcionário
seq2seq_def	deslocar	mudar de lugar . 	<def> deslocar </def> 	pt.defmod.68030	Wikcionário
seq2seq_def	ordinário	[por extensão] que não possui um nível elevado de moralidade ou de intelectualidade; mesquinho: comportamentos ordinários.	<def> ordinário </def> 	pt.defmod.68031	Dicio
seq2seq_def	sossego	calma . 	<def> sossego </def> 	pt.defmod.68032	Wikcionário
seq2seq_def	indígena	relativo aos autóctones, às pessoas nativas de um território.	<def> indígena </def> 	pt.defmod.68033	Dicio
seq2seq_def	kneippismo	sistema hidroterapêutico de sebastian kneipp (1821-1897), sacerdote alemão.	<def> kneippismo </def> 	pt.defmod.68034	Dicio
seq2seq_def	nesga	faixa de terreno, de céu . 	<def> nesga </def> 	pt.defmod.68035	Wikcionário
seq2seq_def	heterogamia	[botânica] conjugação de gametas mais ou menos diferentes como nos fanerógamos, fetos, numerosas algas e quase todos os animais.	<def> heterogamia </def> 	pt.defmod.68036	Dicio
seq2seq_def	transtornar	torvar o juízo: o acidente transformou-o completamente. (sin.: perturbar, comover, desordenar.).	<def> transtornar </def> 	pt.defmod.68037	Dicio
seq2seq_def	oxalá	exprime o desejo muito forte de que certa coisa aconteça; tomara!, queira deus!: oxalá tudo saia como planejamos.	<def> oxalá </def> 	pt.defmod.68038	Dicio
seq2seq_def	descontinuado	interrompido ou cujo desenvolvimento foi suspenso.	<def> descontinuado </def> 	pt.defmod.68039	Dicio
seq2seq_def	ob-rogar	invalidar uma lei apresentando outra, derrogar.	<def> ob-rogar </def> 	pt.defmod.68040	Dicio
seq2seq_def	lama	[figurado] vida, condição ou circunstâncias abjetas, desprezíveis, lamentáveis ou reprováveis; labéu.	<def> lama </def> 	pt.defmod.68041	Dicio
seq2seq_def	patogênico	quando bactérias patogênicas invadem o corpo humano ou de outros mamíferos, as células hospedeiras liberam substâncias tóxicas para tentar se livrar da presença indesejada.. 	<def> patogênico </def> 	pt.defmod.68042	Wikcionário
seq2seq_def	preço	relação estabelecida pela ação de trocar um bem (propriedade) por outro.	<def> preço </def> 	pt.defmod.68043	Dicio
seq2seq_def	interpretação	[artes] modo como uma obra dramática, musical, coreográfica é representada ou dançada.	<def> interpretação </def> 	pt.defmod.68044	Dicio
seq2seq_def	situação	estado de saúde: sua situação estava estável.	<def> situação </def> 	pt.defmod.68045	Dicio
seq2seq_def	resignação	submissão à vontade de alguém, ao destino; sujeição: sofria com resignação: o operário não se resignou às ordens do patrão.	<def> resignação </def> 	pt.defmod.68046	Dicio
seq2seq_def	genialidade	qualidade de quem tem uma extraordinária capacidade intelectual.	<def> genialidade </def> 	pt.defmod.68047	Dicio
seq2seq_def	baalins	deuses dos fenícios, povo antigo que habitava a atual região do líbano, antes da chegada dos judeus, são referenciados no antigo testamento bíblico como falsas entidades.	<def> baalins </def> 	pt.defmod.68048	Dicio
seq2seq_def	balanceado	gingar do corpo na dança, no trabalho ou na luta: pelo balanceado, esse é dos bons.	<def> balanceado </def> 	pt.defmod.68049	Dicio
seq2seq_def	proeminente	[figurado] que tende a se destacar ou se sobressair tendo em conta suas características intelectuais, riqueza ou poder; notável, superior: classe proeminente do bairro.	<def> proeminente </def> 	pt.defmod.68050	Dicio
seq2seq_def	saneamento	[figurado] medidas que buscam estabelecer princípios éticos ou cessar irregularidades: o saneamento foi feito em todas as instituições governamentais.	<def> saneamento </def> 	pt.defmod.68051	Dicio
seq2seq_def	flagele	terceira pessoa do singular do imperativo afirmativo do verbo flagelar . 	<def> flagele </def> 	pt.defmod.68052	Wikcionário
seq2seq_def	unânime	que tem o mesmo sentimento ou a mesma opinião que outrem . 	<def> unânime </def> 	pt.defmod.68053	Wikcionário
seq2seq_def	questão	disputa; em que há contenda, desentendimento.	<def> questão </def> 	pt.defmod.68054	Dicio
seq2seq_def	dinâmica	[figurado] reunião das forças, ou do potencial interno, causadoras do incentivo, do estímulo ou da evolução de alguma coisa: a dinâmica da sustentabilidade pode mudar uma sociedade.	<def> dinâmica </def> 	pt.defmod.68055	Dicio
seq2seq_def	densa	muito unido; de natureza compacta, cerrada: madeira densa.	<def> densa </def> 	pt.defmod.68056	Dicio
seq2seq_def	aquilo	[gramática] pode ser usado para se referir ao que já foi mencionado: uma criança não nasce sabendo aquilo que seus pais estudaram.	<def> aquilo </def> 	pt.defmod.68057	Dicio
seq2seq_def	professar	[religião] fazer votos, entrando para uma ordem religiosa: professou e se mudou para o convento.	<def> professar </def> 	pt.defmod.68058	Dicio
seq2seq_def	biônico	aquele cujo mandato foi conseguido por indicação sem ter sido eleito.	<def> biônico </def> 	pt.defmod.68059	Dicio
seq2seq_def	obscuro	pouco conhecido . 	<def> obscuro </def> 	pt.defmod.68060	Wikcionário
seq2seq_def	vendo	ação de vender, de transferir a posse de alguma a alguém mediante pagamento: vendo meu carro.	<def> vendo </def> 	pt.defmod.68061	Dicio
seq2seq_def	teimosia	característica ou comportamento da pessoa teimosa, obstinada, que não desiste facilmente; teima: o atleta superou suas dificuldades, provando que a sua teimosia não tem limites.	<def> teimosia </def> 	pt.defmod.68062	Dicio
seq2seq_def	soto-mestre	[por extensão] indivíduo que substitui o mestre; quem ensina ou exerce as funções do mestre na sua ausência.	<def> soto-mestre </def> 	pt.defmod.68063	Dicio
seq2seq_def	binga	corno preparado para servir de copo.	<def> binga </def> 	pt.defmod.68064	Dicio
seq2seq_def	ígneo	[geologia] diz-se da rocha ou mineral formado e resultante do processo de solidificação do magma; magmático.	<def> ígneo </def> 	pt.defmod.68065	Dicio
seq2seq_def	melancólico	quem é triste ou sofre de melancolia; quem sente uma tristeza excessiva.	<def> melancólico </def> 	pt.defmod.68066	Dicio
seq2seq_def	interior	que não tem acesso à luz, devido à sua localização: banheiro interior.	<def> interior </def> 	pt.defmod.68067	Dicio
seq2seq_def	laca	a palavra laca provém da palavra persa lak e da palavra hindu lakh, que significam cem mil.	<def> laca </def> 	pt.defmod.68068	Dicio
seq2seq_def	prático	[filosofia] de acordo com os princípios da filosofia kantiana, o que está no âmbito prático da vida humana, e suas implicações no dia a dia.	<def> prático </def> 	pt.defmod.68069	Dicio
seq2seq_def	litisconsorte	para fortalecer os argumentos da ação contra a aneel, a oab-sp decidiu ingressar como litisconsorte (parte) na ação.. 	<def> litisconsorte </def> 	pt.defmod.68070	Wikcionário
seq2seq_def	heresias	ideologias tidas como falsas ou rejeitadas pela igreja.	<def> heresias </def> 	pt.defmod.68071	Dicio
seq2seq_def	embala	residência do soba, do chefe de uma tribo africana; cubata.	<def> embala </def> 	pt.defmod.68072	Dicio
seq2seq_def	proteger	ocultar a culpa de alguém: ele protegia o filho criminoso.	<def> proteger </def> 	pt.defmod.68073	Dicio
seq2seq_def	base	farmácia. substância neutra ou inativa que, numa preparação farmacêutica, é usada como meio de transmissão para um ou mais princípios ativos.	<def> base </def> 	pt.defmod.68074	Dicio
seq2seq_def	das	assunto: falava da atriz.	<def> das </def> 	pt.defmod.68075	Dicio
seq2seq_def	agraciado	que está com muita sorte; pé-quente ou sortudo.	<def> agraciado </def> 	pt.defmod.68076	Dicio
seq2seq_def	transpirado	que tem transpiração; suado.	<def> transpirado </def> 	pt.defmod.68077	Dicio
seq2seq_def	eclipsado	[astronomia] que é encoberto (total  ou parcialmente) por um eclipse.	<def> eclipsado </def> 	pt.defmod.68078	Dicio
seq2seq_def	filiar	provir, derivar.	<def> filiar </def> 	pt.defmod.68079	Dicio
seq2seq_def	recém	[gramática] empregado de maneira generalizada, principalmente, como prefixo que se liga a uma palavra no particípio: recém-chegado.	<def> recém </def> 	pt.defmod.68080	Dicio
seq2seq_def	proponente	característica de quem apresenta uma proposta.	<def> proponente </def> 	pt.defmod.68081	Dicio
seq2seq_def	oclusivo	fonética. diz-se da consoante que se produz com o afastamento rápido de dois órgãos da boca que se tinham aproximado para interceptar a corrente de ar vinda dos pulmões: /p/, /b/, /m/, /t/, /d/, /n/, /k/, /g/ são consoantes oclusivas.	<def> oclusivo </def> 	pt.defmod.68082	Dicio
seq2seq_def	ponto alto	acontecimento especialmente significativo, que se destaca; ápice, clímax: o ponto alto da festa acontece domingo, com a realização de uma missa.	<def> ponto alto </def> 	pt.defmod.68083	Dicio
seq2seq_def	desolação	ação ou resultado de desolar; ato de se desolar.	<def> desolação </def> 	pt.defmod.68084	Dicio
seq2seq_def	talão	bloco de folhas, geralmente destacáveis por picotagem, em que se encadernam cheques, recibos, bilhetes de rifa etc.	<def> talão </def> 	pt.defmod.68085	Dicio
seq2seq_def	adoptar	[desuso] acolher legalmente como filho: o casal adoptou três crianças.	<def> adoptar </def> 	pt.defmod.68086	Dicio
seq2seq_def	falácia	qualidade do que é falaz, capaz de enganar; ilusão: é uma falácia, uma fantasia, mas o mundo da arte é o mundo da fantasia.	<def> falácia </def> 	pt.defmod.68087	Dicio
seq2seq_def	chapéu	[por extensão] o que é usado para proteger a superfície de algo.	<def> chapéu </def> 	pt.defmod.68088	Dicio
seq2seq_def	pião	parte central do interior de uma escada caracol; eixo dessa escada.	<def> pião </def> 	pt.defmod.68089	Dicio
seq2seq_def	quarteto	conjunto de quatro cantores ou músicos que executam essa composição.	<def> quarteto </def> 	pt.defmod.68090	Dicio
seq2seq_def	modelo	aparelho que permite a reprodução de determinada peça através de processos usados em fundição para o preparo de objetos de metal; molde.	<def> modelo </def> 	pt.defmod.68091	Dicio
seq2seq_def	maneira	modo, jeito como algo é feito . 	<def> maneira </def> 	pt.defmod.68092	Wikcionário
seq2seq_def	contribuir	fornecer . 	<def> contribuir </def> 	pt.defmod.68093	Wikcionário
seq2seq_def	ranger	produzir ruído áspero como o de um objeto duro que roça contra outro: a porta rangia nos gonzos.	<def> ranger </def> 	pt.defmod.68094	Dicio
seq2seq_def	sustentação	ação de sustentar; manutenção, sustento, conservação.	<def> sustentação </def> 	pt.defmod.68095	Dicio
seq2seq_def	aceitar	assumir como verdadeiro, real, correto: não aceita a opinião alheia.	<def> aceitar </def> 	pt.defmod.68096	Dicio
seq2seq_def	reminiscência	resíduo ou parte fragmentada de alguma coisa que já não existe mais.	<def> reminiscência </def> 	pt.defmod.68097	Dicio
seq2seq_def	habitat	[por extensão] local perfeito para se morar ou lugar em que algo ou alguém costuma frequentar habitualmente: o palco era seu habitat.	<def> habitat </def> 	pt.defmod.68098	Dicio
seq2seq_def	respirar	[figurado] viver: ainda respira.	<def> respirar </def> 	pt.defmod.68099	Dicio
seq2seq_def	uauá	[regionalismo: bahia] pirilampo, vaga-lume.	<def> uauá </def> 	pt.defmod.68100	Dicio
seq2seq_def	reiniciar	[informática] restaurar as configurações iniciais ou a estabilidade do sistema: reiniciar o aplicativo.	<def> reiniciar </def> 	pt.defmod.68101	Dicio
seq2seq_def	exército	quando a resposta lhe chegou às mãos, preparava-se o exército para deixar tuiuti. (em iaiá garcia (capítulo v) de machado de assis) . 	<def> exército </def> 	pt.defmod.68102	Wikcionário
seq2seq_def	montar	colocar-se sobre um cavalo ou qualquer outro animal.	<def> montar </def> 	pt.defmod.68103	Dicio
seq2seq_def	interação	[sociologia] agrupamento das relações e/ou das ações que se efetivam entre os indivíduos de um determinado grupo ou entre os grupos de uma mesma sociedade.	<def> interação </def> 	pt.defmod.68104	Dicio
seq2seq_def	marxismo-leninismo	doutrina política inspirada em marx e lenin.	<def> marxismo-leninismo </def> 	pt.defmod.68105	Dicio
seq2seq_def	negativo	de natureza limitativa, restritiva; contraproducente.	<def> negativo </def> 	pt.defmod.68106	Dicio
seq2seq_def	ideal	que só existe na imaginação; fantástico, quimérico: mundo ideal.	<def> ideal </def> 	pt.defmod.68107	Dicio
seq2seq_def	surpreendente	que consegue surpreender; que provoca surpresa; inesperado.	<def> surpreendente </def> 	pt.defmod.68108	Dicio
seq2seq_def	espírito	imagem incorpórea de uma pessoa falecida; fantasma, espectro.	<def> espírito </def> 	pt.defmod.68109	Dicio
